6.3684386685,61.1350528094,0.99
16.0548724263,-89.6636474499,3.5
5.6789854632,-16.9903163264,3.34
14.3651531376,75.7369510901,6.43
20.2084817474,-87.7144633339,3.66
11.3772659403,-40.4534073673,-1.19
9.4908413445,-69.7915835523,5.48
6.0220348349,-87.0504125977,3.9
22.4856605534,-19.6469214213,2.63
10.2820409022,-58.1363377561,5.6
6.5618227421,67.1666791374,-0.61
4.3650757187,-70.4223169827,0.88
15.4557838008,-15.6491019283,-0.05
19.4745511925,-50.9631292527,2.55
17.5830750136,29.8906516885,6.1
1.4105417317,-15.3534014219,0.95
19.8804275005,22.8492410071,1.06
16.4372892777,36.7674407809,2.54
2.2762425924,-2.5296247845,1.52
22.8344633017,-88.793858793,3.55
15.181626541,20.6749871308,5.38
3.5105182928,42.2109366627,3.94
9.7593924623,-45.9465563489,5.2
12.6300214004,74.9503177879,6.25
15.7515823462,78.1408619504,0.65
1.0718543178,81.9758196886,2.94
0.5118726619,25.6736814192,3.19
9.7963944241,34.8611639909,6.23
18.2148058744,-83.075667086,2.22
3.8195207073,62.1997658376,5.07
2.2667277919,43.8084835039,-1.23
17.5847334799,-76.0093410753,-0.72
17.5179055715,-30.3063144832,1.74
13.2004371642,-77.8001035883,2.65
17.5453955859,35.3578137562,-0.41
0.1083834117,84.2515874311,5.91
15.8035188203,49.3861901994,-0.75
6.1463892755,-0.0274290768,5.22
5.8895250939,13.5558930116,0.71
6.4495235291,-24.9945864151,4.57
9.7165619573,-40.7100240471,4.24
22.5220064353,-46.1803336265,-0.6
22.0766869233,-87.1885136902,5.57
13.1551941732,-57.358652868,5.89
16.1358503476,13.3288845773,4.3
20.986311918,-1.7770846948,-1.14
21.5986786548,-84.0031212991,2.11
10.6945872132,72.2869805651,3.52
10.3325541856,9.760570916,5.74
7.4759422657,35.8565877792,4.16
13.9640140951,-54.6944188473,3.32
4.1866195386,-65.1114450809,-0.59
1.2264563394,-14.9188040814,-0.16
12.1903984441,-12.2115566529,0.77
20.1704128296,38.5904059236,3.5
6.9587070184,-19.1942898251,2.17
2.2473519711,-8.315816475,1.54
0.9749753329,-57.6065281659,0.63
9.2188744189,-68.6086796338,3.95
19.1383587004,87.4162441891,3.92
18.6537079882,-71.5666296294,0.43
15.9557946607,-30.4617417442,3.25
3.1649322559,18.1900173368,1.3
7.2862407834,62.6144549303,2.53
2.1591890764,61.6912794073,1.07
13.4492908248,30.4407777471,-0.38
0.5951443407,-49.7190841602,4.53
5.4711069131,84.4703317628,3.37
21.1094055021,88.1201266092,2.44
19.1339728925,31.0835590575,5.25
19.7137342584,-58.2687117403,4.16
13.2526882718,-42.6685845489,1.68
10.772902786,0.2526798543,-1.3
12.1517707299,43.7974356493,1.07
20.8517026268,-7.148787681,-0.94
13.289832071,4.4864445305,5.39
13.4370523829,29.9106125261,5.56
2.4681328628,-48.7785361875,3.73
0.7951590269,14.903768795,1.61
8.988169811,-67.7184533464,0.13
9.3020743401,45.0872191383,4.93
20.4660977515,81.6059093408,3.0
11.5932586908,-14.2084858301,-0.19
7.0934706264,-16.8267487634,-1.32
6.4060045974,73.1298174511,0.78
18.6999942511,74.4492232924,4.97
0.1736140805,59.5195321179,6.06
16.7876747421,52.2887183609,4.47
5.5401985423,68.6112538685,-1.3
1.7659319677,-78.0351799195,-0.08
3.8504491385,-25.4458221188,0.62
14.40751655,8.5582650438,0.45
23.5879271595,33.8480827256,5.83
12.7620973285,-30.3979484988,4.6
14.0044889857,-84.9258196649,-1.15
12.3934079389,-85.9225988573,0.7
8.2459172802,-16.7818165156,2.15
18.0047754942,-14.1978429325,5.7
18.3547871042,-62.9677776602,-0.72
5.1996742964,70.3144562436,3.8
16.109579849,68.5050871866,5.04
6.9216559138,-16.2980302764,2.07
22.3101938482,13.1225690336,2.25
21.4634470709,-59.3927141459,4.73
23.5347163534,-12.7635416796,5.58
14.3894230083,15.400512348,1.15
15.7828734802,-34.1220213124,4.27
23.1040803161,-27.9206706553,4.27
23.5879724209,-14.8585171503,-0.35
6.898465686,85.1137544309,-1.31
19.0026286441,-77.1356370443,1.15
5.5820173021,66.9329625339,-1.36
12.0896270487,88.8957114709,5.14
9.7336721334,81.9274823662,2.88
19.6588716207,54.3166932157,2.43
15.6636633465,-82.8665641323,6.42
1.6261102721,-8.266869268,-1.36
18.7401460766,-59.3916814413,1.6
15.9280630851,54.6282662022,5.33
18.2837072826,21.5449289911,3.07
10.5126448536,-7.4566267369,6.26
10.6180086242,55.1481124469,3.16
4.1297761242,32.7761667865,2.32
12.9169641153,-31.8540005083,3.26
2.7212337952,-3.5012400922,0.91
18.3520048471,3.1155485688,2.19
11.6747030383,60.6241482523,-0.86
11.2782539912,63.7403881162,4.48
8.0425365982,-54.5276719954,5.94
6.055424983,7.4138138531,-1.26
0.1138641358,77.8365210682,-1.42
21.8550876438,-30.7863110656,1.36
10.2122390331,56.9455464384,1.55
5.2093924829,-8.7624199108,3.27
18.6623771947,86.3503971584,5.87
9.5805858627,30.8630431865,1.59
1.8776004523,-63.2052333406,-1.1
5.0004170523,-27.5058728868,-0.3
10.7707144546,-19.2118810641,-1.43
12.5828534822,1.0691692736,0.62
7.6268379566,-82.4310180074,4.98
2.3964133996,2.1771799729,0.84
0.3525149067,-87.1787314101,5.87
13.4036966628,26.1792648937,-0.54
4.1392775647,-46.8890137005,0.26
11.7913427515,56.1195581627,3.09
11.7790591792,20.9093759773,2.67
20.7626103094,58.7522524169,-1.19
7.5067084838,68.3945495201,1.94
8.7763968934,73.8894671403,-0.64
0.4953818175,-2.0791173315,2.68
15.6137824621,-13.2476476392,4.2
17.682724342,-74.0615402061,5.41
12.8913967591,61.8313320793,-0.13
11.256102381,-14.9995793331,-1.19
5.1640642443,63.5305337408,1.05
17.6305798698,33.0369252229,0.16
22.4237308845,62.4196110859,3.48
14.3129619462,14.9191399289,0.66
15.6997229391,-8.0587773192,0.35
12.0709478846,-20.660222655,-0.74
